composition,target_ND300,target_NUD300,ND300_pred,NUD300_pred,DENSITY_pred,TG_pred,PbO,glass_family,distance_to_training,feasible,anomaly_oxide,oxide_SIO2,oxide_AL2O3,oxide_B2O3,oxide_CAO,oxide_K2O,oxide_NA2O,oxide_PBO,oxide_Li2O,oxide_MgO,oxide_SRO,oxide_BAO,oxide_ZNO,oxide_P2O5,oxide_GEO2,oxide_ZRO2,oxide_TIO2,oxide_TEO2,oxide_Bi2O3,oxide_WO3,oxide_RO,oxide_FemOn,oxide_R2O3,oxide_R2O5,oxide_RO2,gan_rank
B2O3=8.13; R2O3=24.39; R2O5=4.24; RO2=24.78; SIO2=9.39; TIO2=22.45; WO3=1.19; ZRO2=4.65,2.05,30.0,1.9336092472076416,25.055749893188477,4.674535246267213,636.2465209960938,0.0,heavy flint,1.144379996180235,True,False,9.391869,0.030172594,8.128054,3.550509e-05,0.00019929178,0.0059765754,0.0,0.10617462,2.025452e-08,0.007897924,0.007871944,0.28093526,0.00019674317,0.010040373,4.6495733,22.445637,0.003900089,0.026470054,1.1904442,0.27891773,0.032663923,24.38836,4.238147,24.77646,46
B2O3=10.93; R2O3=28.35; R2O5=13.15; RO=1.74; RO2=19.13; SIO2=10.62; TIO2=6.19; WO3=2.06; ZNO=1.87; ZRO2=5.55,2.05,30.0,1.9334160089492798,27.782703399658203,4.881384208829969,625.9492797851562,0.0,uncertain,1.3125921848285356,True,False,10.62263,0.0005708679,10.926985,5.965753e-07,3.3307704e-06,0.00063654006,0.0,0.01805232,1.4838383e-07,0.00015327222,0.0011765565,1.8687503,0.0013503265,0.38961753,5.5520606,6.186085,8.257089e-06,0.0036444005,2.0623763,1.7423669,0.00015981529,28.34551,13.14607,19.131786,47
B2O3=2.67; BAO=0.76; Bi2O3=6.61; FemOn=2.24; Li2O=4.52; NA2O=1.87; P2O5=4.91; R2O3=6.65; R2O5=22.79; RO=2.76; RO2=18.33; SIO2=9.01; TEO2=0.53; TIO2=10.57; WO3=1.65; ZRO2=3.84,2.0,22.0,1.9331817626953125,19.543712615966797,4.862931867164871,457.9293518066406,0.0,uncertain,2.4014361166960003,True,False,9.007419,0.0013444077,2.668118,0.0026564775,0.057393014,1.8740349,0.0,4.5204134,9.759013e-09,0.008149339,0.7559777,0.2227604,4.906501,0.012753342,3.8388736,10.570226,0.5332591,6.610656,1.6459935,2.756492,2.2368846,6.651505,22.785465,18.333132,48
B2O3=8.86; R2O3=24.05; R2O5=3.06; RO=0.97; RO2=26.90; SIO2=7.26; TIO2=21.89; WO3=1.95; ZNO=0.50; ZRO2=3.62,2.05,26.0,1.9330283403396606,24.894540786743164,4.75373963519599,620.0020751953125,0.0,heavy flint,1.247806724113398,True,False,7.264822,0.031274304,8.860499,0.012664831,0.011357111,0.03041756,0.0,0.2271109,2.213228e-06,0.040746268,0.14039655,0.5023386,0.02409938,0.017614922,3.6175992,21.888313,0.06309343,0.23564503,1.9456015,0.9745861,0.104823,24.048794,3.0603523,26.897848,49
B2O3=2.75; Bi2O3=12.23; FemOn=0.55; K2O=0.52; Li2O=6.16; NA2O=1.25; P2O5=6.22; R2O3=9.13; R2O5=26.70; RO=1.10; RO2=10.35; SIO2=10.65; TIO2=6.73; WO3=1.11; ZRO2=4.27,2.05,18.0,1.9310637712478638,20.89434051513672,4.996218400801489,464.2356872558594,0.0,uncertain,2.483159766843671,True,False,10.653434,0.0090280585,2.7451127,0.003473242,0.51759595,1.2489359,0.0,6.1560106,6.4064637e-10,0.0045013493,0.16596474,0.07212356,6.2247405,0.00092436624,4.2746873,6.731961,0.0034744542,12.23111,1.1129236,1.1021595,0.55023474,9.134706,26.702803,10.3540945,50
B2O3=11.50; GEO2=1.78; R2O3=33.81; R2O5=14.16; RO2=9.59; SIO2=10.78; WO3=8.87; ZRO2=8.93,2.0,30.0,1.9308985471725464,29.757383346557617,5.254306321733495,699.6160888671875,0.0,lanthanum,1.3901019764797546,True,False,10.780734,0.050541673,11.502277,5.267599e-08,1.9143185e-05,0.00077095436,0.0,0.094837755,1.1643367e-10,2.3881879e-07,0.0005328895,0.011247846,4.9828297e-05,1.7753552,8.933047,0.40294182,4.791287e-07,0.006323318,8.871715,0.010960382,5.4641905e-06,33.81422,14.159125,9.585292,51
B2O3=12.12; R2O3=31.24; R2O5=8.09; RO2=20.02; SIO2=10.90; TIO2=10.30; WO3=0.71; ZRO2=6.45,2.05,35.0,1.930743932723999,30.63796043395996,4.758254266081575,658.0753173828125,0.0,uncertain,0.9902475998168406,True,False,10.901744,0.0007222074,12.121038,3.4802522e-07,3.591663e-05,6.652801e-05,0.0,0.123108014,7.284789e-11,7.3451605e-07,2.217136e-05,0.0033713856,1.7768407e-07,0.00022387927,6.452158,10.300437,6.046838e-08,0.031940237,0.7078252,0.0032912903,2.5062766e-08,31.239542,8.093884,20.02059,52
B2O3=9.14; R2O3=28.37; R2O5=14.53; RO2=17.52; SIO2=10.34; TIO2=12.61; WO3=2.78; ZRO2=4.46,2.05,30.0,1.9305847883224487,24.83989906311035,4.923376137883955,611.2457885742188,0.0,heavy flint,1.4479499086083272,True,False,10.338954,0.08193764,9.135222,4.7060003e-05,0.00029768463,0.00030754216,0.0,0.020512529,3.218627e-08,0.0065296413,0.00074595783,0.022660425,0.0012236047,0.0310743,4.4617586,12.609126,7.4273357e-06,0.04980853,2.7845235,0.026063778,0.0038497783,28.36841,14.533861,17.523075,53
B2O3=11.04; BAO=1.03; Bi2O3=14.46; CAO=0.63; Li2O=2.48; P2O5=0.75; R2O3=27.07; R2O5=6.81; RO=13.00; RO2=4.97; SIO2=5.40; TIO2=3.31; WO3=3.70; ZNO=2.55; ZRO2=1.63,2.05,18.0,1.9304065704345703,24.110918045043945,5.28910226989416,463.22259521484375,0.0,uncertain,1.7011697233005783,True,False,5.399222,0.0183776,11.042918,0.63029313,0.23335184,0.42205223,0.0,2.4758446,5.0553945e-06,0.34908882,1.0338826,2.5495753,0.7492602,0.00019576294,1.6318944,3.3101163,6.5053973e-06,14.461284,3.7007403,12.999034,0.14237833,27.073769,6.8101463,4.9665756,54
B2O3=11.04; R2O3=39.31; R2O5=13.88; RO2=7.67; SIO2=17.34; TIO2=0.80; WO3=4.24; ZRO2=5.33,2.05,35.0,1.929523229598999,33.235198974609375,5.062291544796966,663.3151245117188,0.0,uncertain,1.2537447966334743,True,False,17.337713,0.00011554158,11.041076,1.3055463e-09,1.5210555e-08,1.4261461e-05,0.0,0.021338394,4.540751e-10,9.72862e-07,9.387575e-06,0.16375121,4.348082e-06,0.010386369,5.3324165,0.80375725,2.3280815e-08,0.00034545537,4.240388,0.19154866,3.826051e-07,39.306892,13.883695,7.666551,55
B2O3=12.78; R2O3=31.51; R2O5=25.36; RO2=8.19; SIO2=13.66; TIO2=1.92; WO3=0.89; ZRO2=5.43,2.05,35.0,1.9291002750396729,32.92201614379883,4.799528005314092,618.8614501953125,0.0,uncertain,1.58619991798983,True,False,13.663687,0.10086087,12.781055,4.0589097e-05,1.6534312e-05,5.851283e-05,0.0,0.0046888315,2.7577905e-06,0.0029033902,0.0002505679,0.07566865,0.00027727458,0.0050760866,5.425505,1.9167917,3.7714726e-10,0.0024154666,0.88538325,0.065051936,1.4849159e-05,31.514776,25.362783,8.192686,56
B2O3=7.61; R2O3=24.01; R2O5=4.56; RO2=22.80; SIO2=12.15; TIO2=20.92; WO3=2.41; ZRO2=4.98,2.05,30.0,1.928721308708191,26.956817626953125,4.85556756519208,634.69140625,0.0,heavy flint,1.1713793221562543,True,False,12.145143,0.06748059,7.608459,0.00014838285,0.00030715895,0.0014320643,0.0,0.03204251,4.349547e-06,0.006188864,0.0068002357,0.15167837,0.00034583325,0.16099468,4.975136,20.919851,0.00090954825,0.004536557,2.4116068,0.14309028,0.0033912403,24.006731,4.5568852,22.796837,57
B2O3=6.86; GEO2=3.95; R2O3=20.30; R2O5=12.22; RO2=24.64; SIO2=6.99; TIO2=7.45; WO3=8.99; ZRO2=8.52,2.05,30.0,1.9286798238754272,27.194231033325195,5.230181704559621,646.1915893554688,0.0,lanthanum,1.6101943960267793,True,False,6.990736,0.0017085089,6.861809,1.3921316e-08,4.3184573e-06,0.00029110414,0.0,0.039213106,4.4145876e-10,4.9550367e-06,5.7112324e-05,0.010231423,6.6989334e-05,3.9507568,8.518206,7.4452343,0.009987148,0.0084588295,8.9926,0.010642366,0.00017698237,20.303314,12.217241,24.639257,58
B2O3=10.67; Li2O=1.91; R2O3=26.77; R2O5=9.95; RO2=21.91; SIO2=10.54; TIO2=6.80; ZRO2=10.79,2.0,30.0,1.9285142421722412,30.501041412353516,4.743567995972541,651.2589721679688,0.0,lanthanum,1.1448172270693684,True,False,10.543283,0.008004267,10.674949,2.6430323e-06,9.222261e-05,0.008695356,0.0,1.9067154,1.223158e-10,1.5116922e-07,0.000692967,0.03278065,6.527262e-05,0.30099252,10.794335,6.797152,0.006351087,0.018283438,0.25191125,0.027750302,3.9418992e-05,26.766514,9.951318,21.910069,59
B2O3=11.35; GEO2=9.39; R2O3=25.32; R2O5=14.57; RO2=22.07; SIO2=5.38; TIO2=5.02; WO3=1.81; ZRO2=5.03,2.0,35.0,1.928462266921997,28.37337303161621,4.8458725084167735,574.5826416015625,0.0,lanthanum,1.2980682990439703,True,False,5.3847337,0.035135217,11.348386,1.2089656e-06,7.617818e-06,4.2616815e-05,0.0,0.00664197,3.938405e-07,6.046904e-06,0.0004903676,0.010780549,6.7941706e-05,9.386401,5.0262175,5.0185375,3.3979288e-07,0.00020859847,1.814319,0.011032998,1.3316467e-06,25.315311,14.57029,22.071384,60
B2O3=5.18; R2O3=19.31; R2O5=3.47; RO2=25.63; SIO2=14.16; TIO2=25.49; WO3=2.22; ZRO2=4.24,2.05,30.0,1.928428292274475,28.18229103088379,4.859548170287333,644.7857666015625,0.0,heavy flint,1.3089372728842985,True,False,14.163418,0.008676218,5.17731,3.645337e-05,0.00019305084,0.00046404297,0.0,0.078658454,2.4710573e-07,0.004250664,0.0004137617,0.085592054,2.5186515e-05,0.0015854089,4.2406044,25.493946,8.3275176e-05,0.028115144,2.2211003,0.080707215,0.00032752508,19.309698,3.4715817,25.633213,61
B2O3=9.15; R2O3=22.81; R2O5=8.93; RO=0.54; RO2=21.30; SIO2=7.71; TIO2=18.24; WO3=4.49; ZRO2=5.95,2.05,30.0,1.9283782243728638,26.085010528564453,5.135945739111216,632.353271484375,0.0,heavy flint,1.3976165976727035,True,False,7.7099614,0.0016218199,9.150149,2.0176367e-05,0.00023150847,0.003479368,0.0,0.14454427,1.3924276e-07,0.0027469706,0.0033732874,0.48316172,0.0009279567,0.035563517,5.9510417,18.240335,0.0013424217,0.19238713,4.492895,0.54465705,0.0033003245,22.813208,8.926048,21.299004,62
B2O3=7.26; R2O3=23.53; R2O5=4.01; RO2=21.63; SIO2=10.77; TIO2=21.97; WO3=5.25; ZRO2=4.51,2.05,30.0,1.9283109903335571,28.495738983154297,5.173957360019031,618.7185668945312,0.0,heavy flint,1.3954353559173835,True,False,10.768163,0.00840649,7.258597,5.9609636e-05,0.0005861245,0.0038156752,0.0,0.33795664,1.6871444e-07,0.0039577805,0.001452882,0.2696384,9.217968e-05,0.0066483757,4.5052214,21.966778,0.00059452857,0.17040429,5.2533236,0.27019495,0.0022040934,23.526087,4.011285,21.634535,63
B2O3=9.25; GEO2=3.32; R2O3=24.84; R2O5=9.30; RO2=23.40; SIO2=8.64; TIO2=8.54; WO3=4.46; ZRO2=8.16,2.05,35.0,1.9282844066619873,29.29978370666504,5.133164628045263,658.3900146484375,0.0,lanthanum,1.4971578838072839,True,False,8.637068,0.0022427365,9.248079,5.0098635e-07,8.6796e-06,7.404205e-05,0.0,0.035527393,4.8245687e-07,7.056169e-06,0.000105824525,0.016468396,2.0790045e-05,3.32473,8.164145,8.5404215,0.005003179,0.00021407986,4.4619465,0.018792251,5.545543e-06,24.840395,9.301082,23.403656,64
B2O3=10.76; Li2O=1.49; R2O3=28.63; R2O5=9.80; RO2=20.28; SIO2=12.75; TIO2=7.53; ZRO2=8.34,2.0,35.0,1.9281601905822754,29.933277130126953,4.771643676829214,665.2576904296875,0.0,lanthanum,1.089073054449218,True,False,12.753291,0.027370732,10.758052,2.4827377e-06,0.00017927177,0.0022983032,0.0,1.4900088,1.9305695e-10,1.7171095e-07,9.584916e-05,0.007113177,1.6256661e-05,0.059021264,8.335259,7.5316296,0.0005016948,0.010464232,0.30784717,0.0055277944,5.0930817e-06,28.634892,9.797416,20.279003,65
B2O3=9.16; R2O3=21.86; R2O5=32.98; RO2=16.97; SIO2=5.23; TIO2=4.08; WO3=2.70; ZRO2=6.80,2.05,30.0,1.9281429052352905,26.447580337524414,4.851809507279051,572.5282592773438,0.0,uncertain,1.2480229234623286,True,False,5.2285576,0.009459764,9.164955,1.3201452e-06,3.151548e-05,0.00023344246,0.0,0.032056093,5.178099e-08,0.00018864207,0.0001920183,0.021065738,0.00037885198,0.09716511,6.802391,4.0836477,3.6305782e-06,0.027461033,2.700016,0.022019269,3.5947014e-05,21.857252,32.980896,16.971992,66
B2O3=7.98; R2O3=31.29; R2O5=6.40; RO2=19.14; SIO2=19.74; TIO2=8.65; WO3=0.64; ZRO2=6.02,2.05,35.0,1.9280624389648438,31.218690872192383,4.327948309843584,692.2172241210938,0.0,uncertain,1.057175122297434,True,False,19.735285,0.1306749,7.983111,6.0063996e-07,1.0989223e-06,6.925307e-07,0.0,0.012761909,2.4408786e-08,2.5560033e-05,6.646931e-07,0.0008156182,6.360424e-08,0.0005907257,6.0183644,8.6502285,7.887369e-09,1.536626e-05,0.63828814,0.0007240878,1.1631639e-07,31.288368,6.3990235,19.141724,67
B2O3=6.39; GEO2=1.56; R2O3=19.43; R2O5=13.32; RO2=22.94; SIO2=8.79; TIO2=17.70; WO3=4.88; ZRO2=4.92,2.05,30.0,1.9280234575271606,25.061601638793945,5.113767561200341,613.8531494140625,0.0,heavy flint,1.7013285902822142,True,False,8.790772,0.038206883,6.388842,4.2404076e-06,6.40623e-05,0.00012339927,0.0,0.01047784,2.4217806e-07,0.00065457623,0.00028386147,0.009961758,0.0005008764,1.5607315,4.916322,17.696877,0.00016575883,0.003569888,4.8805776,0.009102185,0.0005531785,19.432438,13.317333,22.942438,68
B2O3=9.46; Bi2O3=1.94; R2O3=26.17; R2O5=3.29; RO=1.88; RO2=20.75; SIO2=7.32; TIO2=19.22; WO3=4.21; ZNO=1.02; ZRO2=3.62,2.0,26.0,1.9279725551605225,27.12445068359375,5.1001777595686555,568.4804077148438,0.0,heavy flint,1.3817461057407852,True,False,7.3242874,0.040793963,9.464223,0.025217146,0.026652295,0.025624849,0.0,0.3289935,5.8865776e-06,0.40263134,0.04870966,1.0233828,0.023427978,0.0034662434,3.6182365,19.22397,0.0026474586,1.9448326,4.2094574,1.8759158,0.18104905,26.172192,3.2874327,20.746847,69
B2O3=7.51; R2O3=22.73; R2O5=5.71; RO=0.65; RO2=28.19; SIO2=6.32; TIO2=20.13; WO3=3.55; ZRO2=3.84,2.05,26.0,1.927734375,24.864469528198242,4.968740601628557,622.1066284179688,0.0,heavy flint,1.415732538466419,True,False,6.3249826,0.017164305,7.514716,0.0020874934,0.0036532227,0.009501514,0.0,0.07401417,9.217675e-07,0.085266724,0.056258757,0.3666549,0.039517734,0.04492654,3.8421412,20.133556,0.034312602,0.3426164,3.5542514,0.64798284,0.26599887,22.734442,5.711785,28.194162,70
B2O3=12.12; GEO2=0.75; R2O3=27.67; R2O5=14.38; RO2=18.38; SIO2=6.38; TIO2=12.22; WO3=3.22; ZRO2=4.58,2.05,30.0,1.9275251626968384,26.088211059570312,4.894044268929303,586.189697265625,0.0,heavy flint,1.5181137537552107,True,False,6.3823967,0.07527786,12.121564,7.328931e-05,0.000595966,0.0012492264,0.0,0.128685,5.0006783e-08,0.00021349479,0.0018594754,0.011431674,0.0020316765,0.7534062,4.582315,12.222041,0.0006804841,0.055021506,3.2210813,0.014926224,0.0013944795,27.666157,14.377296,18.380304,71
B2O3=10.34; R2O3=25.02; R2O5=2.55; RO2=27.66; SIO2=6.79; TIO2=22.15; ZRO2=4.94,2.05,26.0,1.927154779434204,30.869224548339844,4.620808984303945,611.3031616210938,0.0,heavy flint,1.1265531155539448,True,False,6.790353,0.010525055,10.336622,4.34762e-06,0.0002454429,0.01043401,0.0,0.3415399,1.1033432e-12,4.4207002e-07,0.008656931,0.009120602,2.3070235e-05,0.007377071,4.942582,22.149733,0.1285813,0.006088101,0.008604467,0.022203745,0.00034837826,25.017231,2.5490575,27.660667,72
B2O3=7.10; R2O3=20.60; R2O5=5.87; RO2=24.62; SIO2=9.45; TIO2=25.72; WO3=0.97; ZRO2=5.02,2.05,30.0,1.926558494567871,26.118669509887695,4.721890950904923,654.4036865234375,0.0,heavy flint,1.1839277477018948,True,False,9.448036,0.01146504,7.103266,4.105622e-05,0.00058197015,0.003752116,0.0,0.2869002,3.9065363e-08,0.00023470527,0.0011097243,0.030285493,0.0007263681,0.10256014,5.0163054,25.717337,0.14479107,0.030838925,0.9688112,0.031753533,0.0020050772,20.602917,5.874246,24.62204,73
B2O3=13.64; R2O3=29.24; R2O5=36.41; RO2=7.94; SIO2=5.83; TIO2=0.76; WO3=1.05; ZRO2=5.00,2.0,35.0,1.9264206886291504,32.79954528808594,4.604005692520394,558.4878540039062,0.0,uncertain,1.1102657752464342,True,False,5.8328776,0.07081913,13.640297,7.565787e-06,7.633028e-06,1.6470134e-05,0.0,0.0023964248,1.4274545e-06,0.00039639912,5.33147e-05,0.018099947,0.0006701249,0.019424798,4.998905,0.7610007,6.711253e-11,0.00133225,1.051754,0.016450254,1.1424505e-06,29.238302,36.4106,7.9365807,74
B2O3=5.80; R2O3=21.76; R2O5=2.89; RO2=24.96; SIO2=8.48; TIO2=24.62; WO3=7.25; ZRO2=3.81,2.05,30.0,1.925797462463379,26.188581466674805,5.159914189309004,621.1543579101562,0.0,heavy flint,1.657242438331777,True,False,8.484638,0.011377301,5.7979107,4.1072384e-05,0.00028540325,0.0013787868,0.0,0.07604783,1.6406257e-07,0.0041414425,0.0017258715,0.13347033,0.0002097953,0.036710083,3.81064,24.619709,0.0021619739,0.027583497,7.249583,0.13299759,0.005286025,21.755108,2.88753,24.961462,75
B2O3=8.02; R2O3=24.92; R2O5=7.78; RO2=22.10; SIO2=11.99; TIO2=12.98; WO3=3.43; ZRO2=7.98,2.05,30.0,1.9255101680755615,28.851232528686523,4.973570877749962,687.6792602539062,0.0,heavy flint,1.0846089125811222,True,False,11.986659,0.0050041243,8.019565,2.7289857e-06,9.926173e-05,0.007116406,0.0,0.46778172,5.316057e-09,7.574167e-05,0.0005538878,0.11105589,6.0325863e-05,0.040316243,7.975609,12.981216,0.0023355559,0.06699787,3.4320657,0.10188932,0.00056893926,24.917599,7.7800217,22.10341,76
B2O3=7.27; GEO2=1.57; R2O3=21.18; R2O5=4.96; RO2=26.98; SIO2=7.78; TIO2=24.39; WO3=1.03; ZRO2=4.28,2.05,26.0,1.925463318824768,26.820863723754883,4.683677657505244,623.9954223632812,0.0,heavy flint,1.251799768609853,True,False,7.7845125,0.002909147,7.2681985,1.6282893e-05,0.00014376806,0.0033202723,0.0,0.017549755,5.7135114e-08,0.0002083002,0.023306726,0.17912917,0.001690478,1.5680224,4.280045,24.394909,0.019890787,0.015797568,1.0349854,0.28202283,0.0027817525,21.181974,4.9632263,26.975355,77
B2O3=12.77; R2O3=34.10; R2O5=26.02; RO2=9.48; SIO2=9.58; WO3=1.12; ZRO2=6.51,2.05,35.0,1.925188660621643,32.51127624511719,4.844628058713199,618.769775390625,0.0,uncertain,1.3768079190796607,True,False,9.580907,0.0031094314,12.774305,3.9495536e-08,4.557064e-08,7.803367e-07,0.0,0.00064401113,7.1705705e-07,2.8253593e-05,8.68038e-07,0.03767597,4.3098436e-05,0.008138996,6.5057993,0.34413132,7.3572317e-13,3.475838e-05,1.1171948,0.037249237,7.2825808e-09,34.09507,26.015854,9.479813,78
B2O3=7.45; BAO=3.50; R2O3=18.88; R2O5=3.61; RO=2.18; RO2=30.37; SIO2=5.85; TIO2=24.12; ZRO2=3.08,2.0,26.0,1.9251278638839722,26.940481185913086,4.5057093319884425,632.1847534179688,0.0,heavy flint,1.5006025016118367,True,False,5.854923,0.051522557,7.450936,0.03694786,0.03031094,0.021717874,0.0,0.062130637,7.4537276e-08,0.0012091098,3.5042663,0.021942573,0.10805505,0.079076245,3.0820918,24.115814,3.499963e-05,0.16038027,0.38289827,2.176298,0.0019555206,18.881512,3.607297,30.368683,79
B2O3=8.39; Bi2O3=1.78; Li2O=0.54; R2O3=25.11; R2O5=5.63; RO2=22.54; SIO2=10.26; TIO2=17.42; WO3=1.15; ZRO2=6.18,2.05,26.0,1.9246748685836792,24.406259536743164,4.787189576756175,577.1622314453125,0.0,heavy flint,0.8915833661556631,True,False,10.262292,0.0036395958,8.388053,5.3113406e-05,0.0017141332,0.09470236,0.0,0.5373468,1.6344507e-09,0.0018221744,0.0038588275,0.3915352,0.0013345993,0.0021682342,6.1834764,17.423874,0.034381974,1.7800828,1.1521567,0.4231026,0.03512674,25.114208,5.627521,22.537556,80
B2O3=11.14; R2O3=30.91; R2O5=16.24; RO2=12.51; SIO2=13.13; TIO2=2.51; WO3=7.01; ZRO2=5.66,2.05,30.0,1.9242578744888306,28.365440368652344,5.11539796625187,632.0697021484375,0.0,uncertain,1.5080977149102712,True,False,13.12769,0.0031023035,11.141463,6.1744345e-07,1.1596585e-05,0.0005529449,0.0,0.026050996,1.4793592e-07,0.00031523703,0.0004194781,0.3517507,0.0011179791,0.11240521,5.6637144,2.513361,3.675543e-06,0.01607679,7.0133967,0.37129927,0.00019996033,30.909637,16.24224,12.505189,81
B2O3=14.94; R2O3=38.03; R2O5=7.31; RO=1.03; RO2=10.84; SIO2=9.77; TIO2=2.59; WO3=9.32; ZNO=0.89; ZRO2=5.15,2.0,35.0,1.9241867065429688,33.491756439208984,5.197328881962238,663.307861328125,0.0,uncertain,1.2948004078239905,True,False,9.76546,0.00109404,14.935398,2.4343865e-06,1.6149897e-06,6.15115e-05,0.0,0.117906824,3.515332e-06,0.000100055295,6.3432315e-05,0.888345,9.865562e-05,0.01473581,5.1549883,2.5913057,2.6690516e-08,0.0010354952,9.318948,1.0315523,1.506583e-06,38.027485,7.308463,10.842945,82
B2O3=12.76; GEO2=0.63; Li2O=0.59; R2O3=29.64; R2O5=26.07; RO2=11.91; SIO2=10.37; TIO2=0.91; ZRO2=6.93,2.0,35.0,1.9238611459732056,31.299184799194336,4.66005567525175,634.0422973632812,0.0,uncertain,1.4070315687524975,True,False,10.368261,0.07177926,12.760052,1.9533648e-09,1.1716909e-05,1.0900081e-05,0.0,0.5949788,9.803912e-16,3.4048212e-13,1.1271759e-07,4.0249023e-07,4.3100172e-07,0.63329756,6.9255223,0.90974474,7.0166244e-08,0.00045774068,0.11697172,8.077339e-07,7.4235285e-11,29.640888,26.068193,11.909827,83
B2O3=7.26; R2O3=25.77; R2O5=7.29; RO2=23.50; SIO2=14.07; TIO2=11.04; WO3=3.15; ZRO2=7.70,2.05,35.0,1.923298954963684,29.79196548461914,4.985105311658218,696.5931396484375,0.0,uncertain,1.0655074088310543,True,False,14.069343,0.0007587774,7.2631316,4.224086e-08,2.0572057e-05,0.00032671043,0.0,0.1814519,3.5384973e-11,9.661808e-07,1.49276475e-05,0.0033373027,4.0184247e-07,0.004613734,7.7014575,11.035458,8.833966e-05,0.02650841,3.150416,0.0034683766,1.2392737e-06,25.773855,7.2888603,23.49689,84
B2O3=7.10; R2O3=24.97; R2O5=12.67; RO2=17.09; SIO2=18.41; TIO2=11.15; WO3=1.94; ZRO2=6.48,2.05,30.0,1.9232163429260254,27.07486343383789,4.574874487159619,667.8875732421875,0.0,uncertain,1.1097579573608858,True,False,18.408329,0.101732634,7.0978208,3.7567986e-06,1.8639845e-05,0.000106795575,0.0,0.038088255,6.5995835e-08,0.0022359753,5.8088004e-05,0.026506776,1.1893715e-05,0.004517492,6.483542,11.14573,2.7534911e-06,0.00414523,1.9389944,0.021584667,0.0002876976,24.971407,12.668714,17.086163,85
B2O3=7.10; R2O3=23.48; R2O5=8.02; RO2=20.67; SIO2=16.16; TIO2=12.52; WO3=3.99; ZRO2=7.71,2.05,35.0,1.923155426979065,29.226457595825195,4.985264800807847,678.2980346679688,0.0,heavy flint,1.1803877016604656,True,False,16.164066,0.0010328074,7.0961995,2.1951425e-07,6.602494e-06,0.0005756816,0.0,0.110566884,8.314894e-09,4.0237428e-05,0.00020712307,0.0706251,1.4677011e-05,0.0802636,7.7091312,12.521469,0.0029571117,0.004279574,3.9852333,0.07380931,0.00012481218,23.481775,8.024742,20.672884,86
B2O3=8.06; R2O3=25.37; R2O5=30.45; RO2=7.57; SIO2=19.97; TIO2=0.76; WO3=1.54; ZRO2=6.22,2.05,35.0,1.9230844974517822,34.67378616333008,4.4174355003047525,634.637939453125,0.0,uncertain,1.7999608320838347,True,False,19.967798,0.0075095245,8.063774,5.511894e-08,2.6356435e-07,3.5560188e-06,0.0,0.0017721066,6.88684e-08,0.000244204,3.3696267e-06,0.02511112,4.1737923e-05,0.001493193,6.222917,0.75733757,3.2636477e-11,0.0010158723,1.5413852,0.024957951,5.9235055e-07,25.365675,30.44981,7.5691485,87
B2O3=13.57; R2O3=34.03; R2O5=24.43; RO2=10.87; SIO2=6.70; TIO2=5.88; WO3=1.60; ZRO2=2.67,2.05,30.0,1.9225376844406128,28.208084106445312,4.618059633502233,552.665771484375,0.0,uncertain,1.542542738192777,True,False,6.7015877,0.19686827,13.567591,9.715021e-05,0.00015519807,2.6866515e-05,0.0,0.0117651755,1.6024233e-08,0.0013775507,0.00012857675,0.0030317747,0.0011115221,0.0075690323,2.6673427,5.876588,2.8536105e-09,0.03375928,1.5972782,0.0046677776,6.881252e-05,34.03078,24.430887,10.86732,88
B2O3=12.68; R2O3=27.63; R2O5=13.49; RO2=15.75; SIO2=12.44; TIO2=6.18; WO3=4.28; ZRO2=6.43,2.0,30.0,1.9222139120101929,27.644197463989258,5.004010929498096,636.3936767578125,0.0,uncertain,1.4218757726348434,True,False,12.441013,0.10002853,12.68408,0.00033361668,0.00020370175,0.0011084524,0.0,0.12438728,4.089302e-05,0.0017708797,0.005212694,0.32988647,0.000655907,0.25938928,6.428279,6.181585,3.944466e-06,0.008242164,4.279016,0.29408503,0.00018474895,27.62855,13.485834,15.746111,89
B2O3=8.75; R2O3=28.51; R2O5=12.55; RO2=16.64; SIO2=15.51; TIO2=11.54; ZRO2=6.20,2.05,35.0,1.9221971035003662,27.6768856048584,4.721351454016497,661.924560546875,0.0,uncertain,1.0128645821393858,True,False,15.512135,0.08592219,8.752036,1.3078758e-08,1.0173738e-06,2.1568481e-05,0.0,0.07781802,6.261211e-12,1.1865454e-07,1.0436016e-05,0.00031547734,8.5365585e-08,0.031363938,6.1990776,11.535711,3.0302763e-05,6.3630425e-05,0.101932466,0.00029580586,1.7860984e-06,28.513634,12.554155,16.635475,90
B2O3=15.19; R2O3=31.99; R2O5=4.73; RO=1.44; RO2=10.06; SIO2=7.54; TIO2=1.87; WO3=19.92; ZNO=1.39; ZRO2=5.11,1.95,30.0,1.9221636056900024,34.732872009277344,5.41899336828091,639.2662963867188,0.0,uncertain,1.2768786073835876,True,False,7.537066,0.01786653,15.186212,8.5362924e-05,0.00017487463,0.0050836853,0.0,0.47316834,2.7935027e-06,0.00023069826,0.01412062,1.3864534,0.0008074916,0.22074836,5.105389,1.8705858,1.0101754e-05,0.036059406,19.923405,1.4368693,0.0002447865,31.990782,4.731203,10.063429,91
